order_id,customer_id,customer_name,region,order_date,ship_date,product_id,category,sub_category,product_name,quantity,unit_price,discount,sales,profit,latitude,longitude
O107950,C1206,Kimberly Bowers DDS,West,2024-12-01,2024-12-10,P316,Furniture,Tables,Think Model C,4,222.96,0.1,802.66,204.66,25.757642,-85.386166
O107951,C7806,Shawna Schultz,South,2023-10-28,2023-11-04,P462,Office Supplies,Paper,Continue Model A,1,168.85,0.2,135.08,36.46,31.167664,-100.836189
O107952,C8391,Tamara Ross,South,2023-02-18,2023-02-24,P846,Technology,Machines,Check Model C,3,311.97,0.1,842.32,50.86,35.613391,-123.751096
O107953,C6170,Anthony Freeman,East,2024-08-10,2024-08-17,P891,Furniture,Tables,Animal Model A,3,162.02,0.0,486.06,122.23,34.039041,-121.009772
O107954,C8644,Ian Lindsey,West,2023-03-05,2023-03-15,P531,Technology,Accessories,Bill Model A,8,401.29,0.0,3210.32,480.89,32.411454,-104.160812
O107955,C1474,Edwin Lara,West,2024-08-22,2024-08-31,P227,Furniture,Tables,Indeed Model C,4,67.72,0.0,270.88,21.7,36.534294,-84.954727
O107956,C2393,Haley Johnston,East,2023-10-05,2023-10-13,P396,Furniture,Chairs,Way Model C,3,258.49,0.1,697.92,203.95,44.511526,-84.168906
O107957,C5691,Tanya Williams,Central,2024-08-10,2024-08-11,P524,Furniture,Chairs,Road Model A,5,428.4,0.0,2142.0,133.42,34.990164,-108.239271
O107958,C5907,Christine Rose,West,2024-10-19,2024-10-29,P280,Furniture,Chairs,Tonight Model C,8,417.84,0.0,3342.72,619.23,31.577514,-73.095346
O107959,C3435,David Mata MD,Central,2024-05-28,2024-06-04,P121,Office Supplies,Paper,Sea Model C,2,10.64,0.0,21.28,3.88,26.45409,-106.640301
O107960,C2605,Candice Yang,South,2023-09-26,2023-10-04,P187,Office Supplies,Binders,The Model A,8,138.86,0.0,1110.88,291.49,36.884739,-114.610329
O107961,C7470,Raymond Cantrell,South,2023-08-04,2023-08-07,P233,Furniture,Tables,Space Model A,9,441.65,0.1,3577.36,866.44,27.709565,-88.183501
O107962,C7191,Daniel Ortega,West,2023-09-06,2023-09-14,P780,Office Supplies,Paper,Development Model A,7,310.4,0.1,1955.52,318.74,40.917603,-67.486167
O107963,C2878,Vincent Lozano,West,2024-09-15,2024-09-23,P164,Office Supplies,Paper,Group Model C,1,454.35,0.1,408.92,81.92,45.086879,-122.697224
O107964,C1689,Eric Martin,Central,2024-07-27,2024-08-01,P168,Furniture,Chairs,Decision Model C,2,499.38,0.0,998.76,133.94,35.14688,-98.414182
O107965,C3616,Samantha Jones,East,2023-02-06,2023-02-11,P977,Furniture,Bookcases,Eight Model C,7,422.99,0.0,2960.93,284.52,46.76408,-108.125381
O107966,C1798,Desiree Boyd,South,2023-05-07,2023-05-16,P433,Furniture,Bookcases,Former Model C,4,340.37,0.1,1225.33,186.88,29.852553,-79.459453
O107967,C8854,Mark Carey,Central,2023-07-01,2023-07-02,P641,Office Supplies,Paper,Prevent Model A,5,489.45,0.0,2447.25,663.93,36.287636,-122.161811
O107968,C4802,Tracie Massey,South,2023-05-28,2023-06-03,P972,Furniture,Chairs,Collection Model A,1,269.92,0.0,269.92,46.61,27.685732,-73.212627
O107969,C7478,Marvin Hall,Central,2024-03-05,2024-03-12,P561,Furniture,Chairs,Magazine Model B,7,340.35,0.0,2382.45,353.02,37.826982,-109.746712
O107970,C5949,David Johnson,West,2023-07-06,2023-07-16,P488,Furniture,Bookcases,Term Model C,2,396.14,0.0,792.28,125.69,46.662763,-83.221915
O107971,C3531,Brandy Taylor,Central,2023-03-09,2023-03-19,P884,Office Supplies,Art,She Model B,9,142.34,0.2,1024.85,225.74,41.605604,-94.710942
O107972,C4190,Dr. Shannon Watkins,South,2023-08-05,2023-08-07,P679,Technology,Phones,Source Model A,3,185.74,0.0,557.22,72.32,41.337923,-121.373338
O107973,C7437,Derek Johnson,South,2023-11-12,2023-11-21,P949,Technology,Machines,Five Model C,1,231.16,0.0,231.16,13.97,31.580382,-88.006729
O107974,C3819,Whitney Gonzalez,East,2024-08-08,2024-08-12,P784,Technology,Copiers,Anyone Model C,3,95.82,0.0,287.46,30.71,39.762659,-71.019965
O107975,C8437,Marcus Liu,South,2023-06-25,2023-07-05,P490,Technology,Accessories,Glass Model C,7,162.26,0.2,908.66,123.95,30.118428,-83.592884
O107976,C5285,Debra Jacobs,West,2024-07-19,2024-07-25,P617,Technology,Copiers,Oil Model A,3,426.42,0.0,1279.26,211.12,44.958603,-68.240122
O107977,C2704,Sarah Barrett,South,2024-10-14,2024-10-24,P281,Office Supplies,Art,Stock Model A,4,477.81,0.0,1911.24,311.83,42.328642,-95.05537
O107978,C9372,Linda Livingston,West,2024-12-22,2024-12-28,P743,Technology,Machines,Young Model A,5,496.82,0.0,2484.1,329.4,43.929797,-121.914944
O107979,C7569,Mary Francis,East,2023-06-06,2023-06-13,P852,Furniture,Chairs,Position Model C,3,102.56,0.0,307.68,21.31,26.003197,-95.804696
O107980,C4000,Jeffrey Wheeler,South,2023-02-17,2023-02-20,P219,Technology,Phones,Accept Model B,9,242.33,0.1,1962.87,153.52,38.974286,-122.849213
O107981,C6413,Melanie Carroll,South,2024-08-22,2024-08-29,P499,Office Supplies,Binders,Fight Model B,7,472.45,0.0,3307.15,550.74,45.235095,-122.631155
O107982,C5891,Patrick Ross,East,2024-01-26,2024-01-31,P410,Technology,Machines,Early Model C,7,84.81,0.1,534.3,152.12,48.629968,-107.243823
O107983,C9179,Eric Brennan,Central,2024-10-04,2024-10-05,P689,Furniture,Bookcases,Left Model B,4,290.4,0.0,1161.6,344.92,40.185634,-85.816129
O107984,C3709,Joshua Carroll,East,2024-11-20,2024-11-29,P876,Furniture,Chairs,Itself Model B,2,439.6,0.0,879.2,150.31,32.076766,-122.630897
O107985,C9524,Richard Simmons,East,2024-04-10,2024-04-20,P614,Office Supplies,Paper,Security Model A,1,255.19,0.1,229.67,38.13,27.074123,-95.548276
O107986,C4915,Linda Wyatt,East,2023-06-15,2023-06-25,P504,Technology,Copiers,Full Model A,3,249.38,0.1,673.33,129.7,34.531537,-67.7588
O107987,C8737,Bryan Castro,Central,2023-08-26,2023-08-28,P959,Office Supplies,Binders,Culture Model C,9,292.31,0.1,2367.71,335.07,44.623479,-121.496173
O107988,C2253,Maria Aguilar,West,2023-09-06,2023-09-16,P567,Technology,Copiers,Pressure Model B,3,315.17,0.1,850.96,147.8,45.474076,-102.296026
O107989,C5186,Caleb Jackson,East,2023-05-10,2023-05-14,P891,Office Supplies,Art,Happen Model A,4,368.69,0.0,1474.76,404.53,32.303158,-83.327897
O107990,C4081,William Holmes,West,2023-10-22,2023-10-31,P441,Technology,Machines,Fear Model B,7,327.63,0.0,2293.41,601.29,44.198351,-82.944835
O107991,C6071,Marc Kemp,Central,2023-03-12,2023-03-14,P157,Office Supplies,Binders,According Model A,4,250.93,0.0,1003.72,245.71,33.888189,-72.668084
O107992,C3395,Corey Caldwell,West,2023-05-20,2023-05-22,P271,Office Supplies,Paper,Focus Model C,7,424.11,0.0,2968.77,822.07,36.562126,-122.939485
O107993,C8877,Anita Garrett,Central,2024-10-31,2024-11-01,P423,Furniture,Bookcases,Community Model B,2,424.41,0.0,848.82,134.37,36.891572,-106.989918
O107994,C2937,Erika Bowen,South,2023-07-27,2023-08-06,P748,Technology,Machines,Investment Model B,5,40.65,0.0,203.25,48.84,34.457153,-73.889019
O107995,C1741,Kathy Diaz,East,2023-11-30,2023-12-08,P361,Furniture,Chairs,Above Model B,2,290.2,0.0,580.4,46.27,47.639578,-73.024773
O107996,C2438,Michael Beck,South,2023-03-08,2023-03-13,P795,Technology,Machines,Table Model C,6,116.9,0.0,701.4,152.25,32.397647,-88.878411
O107997,C2095,Jeffrey Frederick,South,2023-06-03,2023-06-06,P996,Office Supplies,Art,Energy Model B,6,389.57,0.1,2103.68,502.95,33.792516,-76.613617
O107998,C7071,Nathan Taylor,West,2024-09-18,2024-09-24,P364,Office Supplies,Paper,Guess Model A,4,390.59,0.0,1562.36,412.49,42.490308,-90.555617
O107999,C6651,Jennifer Turner,West,2023-10-09,2023-10-17,P940,Technology,Accessories,Even Model C,2,232.98,0.1,419.36,44.2,31.200458,-117.174542
O108000,C2279,Jacob Ware,East,2024-06-20,2024-06-24,P990,Office Supplies,Binders,Easy Model A,6,114.27,0.0,685.62,114.24,38.097183,-103.090099
O108001,C1771,Keith Mcdaniel,West,2023-02-20,2023-02-24,P921,Technology,Machines,Amount Model C,8,153.59,0.0,1228.72,85.35,28.583388,-81.378715
O108002,C4640,David Gross,East,2023-09-25,2023-10-05,P804,Office Supplies,Binders,Clearly Model B,3,243.65,0.0,730.95,78.85,40.1802,-103.909897
O108003,C8749,Donna Wilson,East,2023-12-06,2023-12-08,P342,Furniture,Chairs,Yourself Model A,4,231.4,0.0,925.6,274.07,40.701696,-89.915028
O108004,C9407,Tara Ramirez,East,2023-11-23,2023-11-28,P962,Technology,Copiers,Scene Model A,2,219.82,0.1,395.68,36.51,47.81085,-94.620671
O108005,C3293,George Huffman,Central,2023-08-03,2023-08-04,P930,Technology,Accessories,Suggest Model A,1,287.31,0.2,229.85,22.29,42.244401,-122.301938
O108006,C5016,Brandon Bonilla,West,2023-07-01,2023-07-07,P344,Technology,Accessories,Money Model B,8,187.06,0.0,1496.48,264.0,27.679371,-100.227002
O108007,C8160,Ronald Scott,Central,2024-08-31,2024-09-01,P233,Furniture,Tables,Issue Model A,5,415.74,0.0,2078.7,222.55,37.481276,-92.788519
O108008,C1280,Alexandra Morris,East,2024-05-13,2024-05-22,P283,Furniture,Chairs,Society Model B,3,355.93,0.0,1067.79,100.27,25.395752,-107.600277
O108009,C1915,Jamie Yoder,South,2023-10-19,2023-10-23,P581,Technology,Copiers,Indeed Model B,4,329.74,0.0,1318.96,300.06,48.702429,-83.329354
O108010,C3348,Teresa Bradley,East,2024-08-15,2024-08-25,P329,Furniture,Tables,Foreign Model A,2,24.07,0.2,38.51,1.93,42.654337,-121.096424
O108011,C4747,Douglas Bishop,East,2023-10-29,2023-11-01,P497,Technology,Copiers,Chance Model C,5,441.13,0.1,1985.08,122.62,28.207511,-89.521527
O108012,C4520,Cody Calderon,South,2024-10-29,2024-11-06,P358,Technology,Phones,Return Model B,2,271.15,0.1,488.07,69.68,35.762498,-85.535127
O108013,C5823,Steven Davis,East,2024-07-13,2024-07-21,P311,Technology,Machines,Father Model B,4,295.72,0.0,1182.88,171.83,37.974965,-82.426806
O108014,C2765,Sherri Carlson,Central,2024-12-17,2024-12-18,P353,Office Supplies,Binders,How Model B,9,116.16,0.0,1045.44,91.31,37.486006,-114.024151
O108015,C9470,Robert Weiss,South,2024-02-11,2024-02-20,P840,Technology,Accessories,Half Model C,4,401.22,0.0,1604.88,212.43,42.870507,-99.768737
O108016,C2740,Heather Bailey,Central,2023-05-30,2023-06-08,P319,Office Supplies,Art,Research Model B,8,372.32,0.0,2978.56,593.03,34.382821,-98.086796
O108017,C4692,Bonnie Wall,West,2023-12-05,2023-12-11,P354,Technology,Accessories,Condition Model B,9,457.97,0.0,4121.73,340.74,41.865144,-96.365281
O108018,C4004,Karen Aguirre,East,2023-04-18,2023-04-27,P760,Office Supplies,Art,Must Model B,1,172.67,0.0,172.67,17.1,38.574549,-86.096126
O108019,C2517,Anita Bates,East,2023-12-21,2023-12-22,P241,Office Supplies,Paper,Relate Model C,3,54.18,0.0,162.54,12.09,47.058895,-122.748046
O108020,C7429,Edward Collins,West,2023-07-17,2023-07-22,P272,Technology,Phones,New Model B,4,294.44,0.0,1177.76,338.1,25.749914,-98.609465
O108021,C9997,Andres Ball,West,2023-11-06,2023-11-10,P637,Technology,Accessories,Expect Model C,5,153.17,0.1,689.26,165.73,29.494364,-81.263094
O108022,C4952,Maureen Gibson,Central,2024-11-07,2024-11-13,P603,Office Supplies,Paper,Item Model B,2,264.93,0.0,529.86,108.48,41.545348,-103.519185
O108023,C7366,George Walker,West,2023-06-15,2023-06-16,P419,Furniture,Bookcases,Seek Model B,5,278.78,0.1,1254.51,120.65,40.311949,-72.993483
O108024,C3247,Barbara Fowler,South,2023-06-01,2023-06-08,P189,Technology,Accessories,Daughter Model A,2,290.83,0.0,581.66,138.86,30.591405,-89.523222
O108025,C4846,David Becker,Central,2023-02-14,2023-02-18,P512,Technology,Machines,Political Model C,6,205.69,0.0,1234.14,231.26,45.066576,-71.476999
O108026,C2090,Charles Curry,South,2024-01-17,2024-01-21,P399,Office Supplies,Art,Stock Model C,8,75.15,0.0,601.2,78.2,29.897555,-100.639408
O108027,C3692,Matthew Williams,West,2024-08-16,2024-08-25,P583,Furniture,Tables,Major Model B,4,160.43,0.2,513.38,68.07,43.188324,-80.374629
O108028,C6976,Michael Henry,West,2023-08-12,2023-08-19,P626,Technology,Accessories,Something Model B,7,119.59,0.0,837.13,106.52,36.079691,-68.575732
O108029,C9698,Bryan Santana,South,2023-11-16,2023-11-22,P711,Office Supplies,Binders,Because Model B,2,198.2,0.0,396.4,26.03,44.207633,-71.155265
O108030,C9145,Andrew Gross PhD,Central,2024-07-07,2024-07-12,P338,Office Supplies,Binders,Reflect Model C,9,409.71,0.1,3318.65,943.6,39.635136,-73.181262
O108031,C7946,Dr. Michelle Stone,East,2023-01-06,2023-01-13,P122,Office Supplies,Art,Situation Model B,3,55.3,0.0,165.9,19.19,38.284098,-116.504182
O108032,C9596,Joseph Kelly,East,2024-03-25,2024-04-03,P268,Technology,Phones,Still Model A,5,297.26,0.0,1486.3,269.83,37.460769,-95.255286
O108033,C6270,David Aguirre,South,2024-10-14,2024-10-21,P107,Technology,Accessories,Can Model B,1,234.31,0.0,234.31,36.84,28.254616,-90.38615
O108034,C5154,Mrs. Katherine Nelson,East,2023-04-12,2023-04-16,P324,Furniture,Chairs,Face Model A,6,277.12,0.1,1496.45,210.84,25.830499,-113.543491
O108035,C4692,Karen Griffith,Central,2023-07-20,2023-07-24,P231,Furniture,Chairs,Carry Model B,2,314.19,0.2,502.7,85.69,44.872852,-73.107507
O108036,C8782,Faith Williams,East,2024-11-06,2024-11-07,P446,Furniture,Bookcases,Fact Model B,7,270.75,0.0,1895.25,285.37,42.747531,-107.03171
O108037,C5512,Nichole Bailey,East,2024-07-24,2024-08-02,P148,Technology,Copiers,Glass Model C,7,432.34,0.0,3026.38,593.08,41.002642,-87.882451
O108038,C8233,Rachel Briggs,East,2023-04-08,2023-04-18,P177,Furniture,Chairs,Course Model C,7,388.09,0.0,2716.63,601.34,33.263809,-93.570101
O108039,C6369,Nicole Miller,Central,2024-09-22,2024-09-26,P606,Furniture,Tables,Position Model B,6,363.14,0.1,1960.96,377.26,43.580803,-99.138293
O108040,C6887,Mr. Antonio Myers,West,2023-10-29,2023-11-03,P580,Technology,Copiers,Reach Model C,4,218.79,0.1,787.64,118.37,47.514898,-97.199
O108041,C6141,Brett Pollard,East,2024-11-18,2024-11-26,P791,Technology,Machines,Join Model B,6,320.12,0.0,1920.72,572.35,25.307405,-120.078157
O108042,C3966,Mitchell Chambers,East,2023-02-22,2023-02-27,P415,Furniture,Chairs,Agency Model C,5,272.48,0.0,1362.4,184.0,46.619296,-103.592041
O108043,C2581,Brian Haney,South,2024-06-19,2024-06-25,P158,Office Supplies,Binders,Available Model B,6,342.68,0.0,2056.08,203.49,31.014072,-71.514568
O108044,C7730,Luis Adams,West,2023-06-27,2023-06-29,P533,Office Supplies,Binders,Media Model A,5,284.29,0.0,1421.45,288.57,31.192168,-106.441747
O108045,C5879,Steven Fitzpatrick,West,2023-02-10,2023-02-17,P846,Technology,Phones,Politics Model B,8,57.11,0.0,456.88,38.22,47.163925,-112.049752
O108046,C8383,Kathy Savage,West,2023-05-10,2023-05-14,P487,Office Supplies,Art,Scientist Model A,4,250.48,0.2,801.54,98.86,41.211704,-86.789534
O108047,C6634,Jeremy Kelly,West,2023-07-12,2023-07-16,P486,Office Supplies,Binders,Others Model A,9,168.31,0.0,1514.79,433.94,42.752229,-84.845855
O108048,C3820,Nicole Herrera,South,2024-01-31,2024-02-04,P973,Technology,Machines,Evening Model C,5,73.57,0.0,367.85,80.09,34.333157,-116.349979
O108049,C9422,Robert Thompson,South,2024-07-21,2024-07-29,P140,Technology,Accessories,Room Model A,7,493.15,0.1,3106.84,888.01,31.967537,-103.756507
O108050,C5591,Joseph Montgomery,West,2024-07-29,2024-08-07,P172,Office Supplies,Art,Bed Model B,9,261.36,0.0,2352.24,128.44,48.43545,-109.172862
O108051,C6283,Sandra Johnson,West,2023-06-16,2023-06-22,P400,Technology,Phones,Who Model B,5,276.26,0.0,1381.3,118.58,25.317678,-112.457966
O108052,C2062,Angel Stout,East,2024-06-23,2024-07-01,P455,Office Supplies,Binders,Hospital Model C,1,101.32,0.1,91.19,21.88,33.327582,-78.951099
O108053,C6051,Jane Williams,East,2024-08-09,2024-08-15,P485,Furniture,Tables,Remain Model A,3,224.73,0.1,606.77,32.95,48.469934,-76.56756
O108054,C7754,Alex Baker,Central,2024-01-21,2024-01-29,P554,Technology,Phones,Through Model A,5,148.86,0.0,744.3,203.49,37.276855,-81.515596
O108055,C4961,Angela Jones,East,2024-07-16,2024-07-22,P302,Furniture,Tables,Move Model B,9,265.08,0.1,2147.15,153.95,34.250321,-72.570168
O108056,C7152,Catherine Martin,West,2024-09-22,2024-09-30,P692,Office Supplies,Art,At Model A,6,443.83,0.1,2396.68,582.98,42.17813,-67.825357
O108057,C8239,Erin Robinson,Central,2024-10-05,2024-10-08,P380,Furniture,Bookcases,Police Model B,6,217.4,0.0,1304.4,352.25,45.706249,-71.289693
O108058,C3592,Nathan French,South,2024-05-31,2024-06-03,P475,Furniture,Chairs,Reduce Model A,9,110.16,0.1,892.3,230.63,47.619926,-92.566396
O108059,C3953,Joshua Bradley,West,2024-12-30,2025-01-05,P314,Technology,Copiers,Once Model A,7,383.85,0.1,2418.26,653.18,43.685841,-114.029655
O108060,C9661,Hannah Garcia,East,2024-03-08,2024-03-18,P889,Technology,Accessories,Management Model C,6,257.12,0.0,1542.72,125.56,40.482338,-97.620577
O108061,C6403,Ronald Bush,Central,2024-11-24,2024-12-01,P109,Furniture,Tables,Compare Model A,6,461.25,0.0,2767.5,813.92,45.109116,-118.19944
O108062,C6195,Daniel Hopkins,Central,2023-01-17,2023-01-26,P845,Furniture,Chairs,Break Model C,2,319.9,0.0,639.8,89.16,48.296451,-85.867908
O108063,C4235,Jennifer Wilson,West,2023-06-09,2023-06-17,P747,Office Supplies,Binders,Should Model B,5,347.11,0.1,1562.0,130.32,35.40717,-112.072627
O108064,C8554,Victoria Henry,East,2023-06-11,2023-06-16,P280,Furniture,Chairs,Ready Model C,1,116.28,0.0,116.28,10.29,43.621527,-109.072911
O108065,C9336,Kevin Tucker,East,2023-05-05,2023-05-06,P475,Technology,Machines,Image Model C,4,481.6,0.1,1733.76,329.83,43.145076,-116.015775
O108066,C1875,Mark Wright,South,2024-07-24,2024-07-29,P425,Technology,Machines,Cover Model C,3,461.19,0.0,1383.57,396.24,47.488151,-109.743825
O108067,C7638,Andrea Crawford,Central,2024-12-02,2024-12-08,P394,Office Supplies,Art,Responsibility Model B,2,356.75,0.2,570.8,132.0,29.076408,-69.163306
O108068,C1572,Joseph Davidson,South,2024-07-28,2024-08-04,P675,Furniture,Bookcases,House Model C,8,312.14,0.0,2497.12,174.51,44.296367,-120.70408
O108069,C4776,Jordan Flores,West,2023-06-11,2023-06-17,P243,Technology,Copiers,Various Model A,2,101.42,0.0,202.84,58.22,46.662922,-113.98684
O108070,C7516,Lisa Jackson,South,2023-04-13,2023-04-15,P284,Office Supplies,Paper,Against Model A,1,79.44,0.0,79.44,20.82,31.758837,-111.563395
O108071,C9406,Molly Reyes,South,2023-04-18,2023-04-23,P681,Office Supplies,Paper,Contain Model A,3,273.28,0.0,819.84,82.72,30.610522,-77.236757
O108072,C2304,Melanie Robinson,West,2024-05-06,2024-05-09,P247,Office Supplies,Art,Sell Model B,9,244.19,0.0,2197.71,365.29,45.735087,-95.572722
O108073,C8193,Michael Holt,Central,2024-05-22,2024-05-26,P884,Technology,Phones,Strategy Model A,8,18.91,0.0,151.28,41.87,40.18834,-114.554383
O108074,C7641,Tina Thomas,East,2023-12-18,2023-12-23,P555,Furniture,Tables,Card Model B,8,378.68,0.0,3029.44,388.31,32.475451,-71.371999
O108075,C7041,Patrick Perry,East,2023-07-24,2023-07-30,P414,Office Supplies,Paper,Find Model B,3,128.31,0.1,346.44,45.2,30.004863,-77.917417
O108076,C7965,Chelsea Mcintyre,East,2024-06-28,2024-07-03,P768,Furniture,Chairs,On Model B,6,266.99,0.0,1601.94,183.18,45.584271,-122.638467
O108077,C9849,Jonathan Johnson,West,2023-04-17,2023-04-26,P454,Technology,Copiers,Either Model C,4,252.52,0.0,1010.08,107.91,41.346083,-99.419064
O108078,C3152,Shawn Cooper,Central,2024-04-24,2024-05-04,P315,Technology,Copiers,Then Model B,9,470.16,0.1,3808.3,1112.16,26.617003,-85.128851
O108079,C5463,Joanna Ray,East,2023-01-24,2023-01-26,P994,Furniture,Bookcases,Interesting Model C,8,262.79,0.0,2102.32,488.21,39.666546,-87.079765
O108080,C7410,Jimmy Jones,West,2023-05-21,2023-05-31,P305,Technology,Phones,Girl Model C,3,161.86,0.0,485.58,104.36,30.958413,-97.062054
O108081,C2589,Brittany Fleming,South,2024-08-23,2024-08-27,P292,Office Supplies,Binders,Someone Model A,1,149.98,0.0,149.98,42.2,28.736452,-112.898545
O108082,C6914,Jeffrey Williams,South,2024-12-02,2024-12-12,P717,Furniture,Bookcases,Recent Model C,6,236.44,0.1,1276.78,99.09,34.378124,-103.897537
O108083,C6844,Linda White,East,2023-09-27,2023-10-03,P494,Office Supplies,Art,Surface Model B,4,291.77,0.0,1167.08,61.29,41.007039,-115.06186
O108084,C7813,Brittany Becker,East,2023-10-03,2023-10-09,P487,Technology,Machines,Along Model A,7,432.33,0.0,3026.31,464.86,36.422033,-91.099889
O108085,C4218,John Frederick,Central,2023-02-15,2023-02-24,P543,Office Supplies,Art,Others Model C,1,185.93,0.2,148.74,34.95,41.482706,-91.545328
O108086,C9298,Caitlin Galvan,West,2024-02-01,2024-02-05,P860,Furniture,Chairs,Suffer Model A,9,72.92,0.0,656.28,156.63,25.816133,-109.271757
O108087,C9274,Michael Spencer,West,2023-05-23,2023-06-02,P309,Office Supplies,Paper,Detail Model A,6,233.92,0.0,1403.52,388.99,48.273061,-116.188958
O108088,C8439,Jessica Smith,East,2023-08-13,2023-08-14,P674,Office Supplies,Art,Might Model C,8,386.51,0.1,2782.87,441.26,48.559739,-78.111161
O108089,C7744,Dylan Allen Jr.,South,2024-09-01,2024-09-02,P766,Technology,Phones,Thing Model C,4,201.43,0.1,725.15,42.89,25.103482,-98.099362
O108090,C3469,Danielle Sanford,South,2024-05-01,2024-05-08,P462,Furniture,Chairs,Machine Model A,5,447.91,0.2,1791.64,419.08,25.399068,-101.446554
O108091,C8237,Michael Moore PhD,East,2024-02-29,2024-03-10,P359,Technology,Phones,Agent Model A,2,280.27,0.2,448.43,89.15,32.279073,-90.374317
O108092,C2834,John Galloway,East,2024-12-19,2024-12-22,P329,Office Supplies,Paper,Across Model A,2,33.01,0.0,66.02,19.79,30.395535,-67.641215
O108093,C7868,Mary Wolfe,South,2023-12-24,2023-12-28,P194,Furniture,Chairs,Language Model B,5,386.22,0.2,1544.88,81.88,30.181639,-86.350315
O108094,C6204,Mr. Thomas Marshall,Central,2023-07-06,2023-07-14,P318,Office Supplies,Art,Physical Model B,3,158.51,0.1,427.98,49.72,43.533668,-110.028994
O108095,C4985,Michael Hernandez,Central,2024-07-24,2024-07-25,P885,Technology,Machines,Me Model B,7,177.79,0.0,1244.53,365.59,46.016562,-85.276606
O108096,C4582,Thomas May,Central,2024-07-15,2024-07-25,P393,Technology,Accessories,Television Model B,9,373.69,0.1,3026.89,174.38,46.691327,-78.456957
O108097,C9996,Christie Mccarthy,South,2024-04-28,2024-05-01,P641,Furniture,Bookcases,Condition Model C,1,10.69,0.0,10.69,1.54,27.003257,-93.474133
O108098,C5661,Kevin Mcbride,Central,2023-05-31,2023-06-07,P934,Office Supplies,Art,Itself Model C,4,52.78,0.0,211.12,39.62,35.438794,-76.516969
O108099,C6939,Kurt Clark,East,2024-05-21,2024-05-22,P420,Office Supplies,Art,Partner Model A,2,16.72,0.2,26.75,7.08,25.797283,-117.302938
O108100,C4951,Brandi Phillips,South,2023-07-27,2023-08-01,P261,Office Supplies,Paper,Into Model B,2,10.08,0.2,16.13,4.0,34.771684,-112.553483
O108101,C5286,Loretta Mosley,Central,2024-08-09,2024-08-13,P111,Furniture,Tables,Probably Model B,6,52.35,0.0,314.1,74.53,33.268265,-112.50486
O108102,C5189,Brandy Evans,Central,2023-05-13,2023-05-14,P504,Furniture,Bookcases,Will Model B,6,307.9,0.0,1847.4,288.97,28.687439,-78.983438
O108103,C8175,Michael Moore,Central,2024-08-24,2024-08-26,P808,Technology,Accessories,Building Model B,6,151.62,0.0,909.72,223.72,26.862,-92.361626
O108104,C8938,Crystal James,East,2024-08-29,2024-09-08,P276,Furniture,Tables,Area Model A,1,402.13,0.0,402.13,118.56,45.602424,-97.607731
O108105,C9107,Mario Hebert,South,2023-07-31,2023-08-07,P355,Technology,Copiers,Example Model B,4,457.75,0.0,1831.0,142.53,26.333212,-79.163734
O108106,C8030,Erin Davis,East,2024-12-06,2024-12-16,P479,Furniture,Bookcases,Do Model A,7,286.13,0.0,2002.91,376.08,38.297689,-69.265562
O108107,C2743,Ashley Martin,East,2023-06-10,2023-06-14,P945,Furniture,Tables,Change Model B,5,40.92,0.0,204.6,39.18,25.052109,-118.421019
O108108,C7463,Deborah Barton,South,2024-12-31,2025-01-08,P850,Office Supplies,Art,Join Model A,6,337.84,0.0,2027.04,297.69,33.084857,-89.411999
O108109,C4521,Steven Miranda,Central,2023-01-24,2023-01-28,P333,Furniture,Bookcases,Stop Model B,7,140.65,0.0,984.55,204.09,43.948686,-119.907441
O108110,C9669,Steven Johnson,East,2023-09-15,2023-09-22,P907,Office Supplies,Art,Expect Model C,5,417.31,0.0,2086.55,356.24,27.814805,-110.213169
O108111,C7541,Daniel Key,West,2024-09-25,2024-09-26,P784,Office Supplies,Art,Back Model C,8,330.45,0.0,2643.6,453.14,45.234336,-69.795295
O108112,C5597,Ashley Saunders,South,2023-09-18,2023-09-19,P898,Furniture,Chairs,Gas Model B,5,267.57,0.0,1337.85,178.0,36.57202,-91.170863
O108113,C5682,Brian Cooper,South,2024-06-06,2024-06-11,P774,Furniture,Tables,Kind Model B,6,162.13,0.0,972.78,107.46,31.283054,-70.37333
O108114,C3264,Lauren Reid,East,2023-09-01,2023-09-08,P541,Furniture,Chairs,Turn Model C,4,146.77,0.0,587.08,39.78,25.086339,-76.655902
O108115,C3199,Christopher Rodriguez,West,2023-02-15,2023-02-23,P496,Technology,Phones,Argue Model B,5,394.5,0.1,1775.25,111.76,48.848882,-96.185584
O108116,C3713,Crystal Morales,East,2024-10-11,2024-10-16,P995,Furniture,Tables,Hotel Model C,4,140.77,0.0,563.08,42.63,27.94908,-90.474595
O108117,C2973,Michael Ramsey,Central,2024-04-14,2024-04-24,P525,Technology,Accessories,Past Model C,2,316.66,0.0,633.32,142.73,36.659237,-106.5653
O108118,C6333,Alexis Wilkerson,Central,2024-10-28,2024-11-06,P850,Furniture,Bookcases,Official Model C,6,281.79,0.0,1690.74,363.43,37.020432,-67.163923
O108119,C8128,Dillon Pratt,East,2024-01-02,2024-01-12,P952,Furniture,Tables,Black Model A,3,333.04,0.2,799.3,231.31,42.76676,-97.66946
O108120,C7260,Aaron Flores,West,2023-12-04,2023-12-08,P746,Technology,Copiers,Level Model C,1,295.69,0.0,295.69,83.09,32.78761,-109.642423
